,review
335,"taking expensive chance stayed 9 nights draycott month ago.i really say regret not stay nor recommend, booked deluxe doubles, wife daughter room lovely spacious ac worked bathroom large nice.the room son stayed bathroom size postage stamp air conditioning did n't work trickle n't, talking staff apparent n't time issues arisen, understand rooms small hotel tiny bathrooms trying make 21st century ac function 3 victorian buildings cobbled hotel does n't work, main point ca n't know booking, arrive staff affable ca n't help, small hotel 25 rooms really no place especially busy season, check room rates expedia, hotel not financially faint heart, price 9 day stay not worth rolling dice, stay,  "
336,"watch single rooms location common rooms gardens nice disappointed single room wish remember think author beginning edith, hotel credit warn time booking small room, not tell essentially windowless window completely frosted hide ugly view utility shaft makes feel claustrophobic b add insult injury ridiculously little electric lighting room adding cave-like feel place, addition bed short converted sofa 5'10 short a/c did not work properly hot spell april, uncomfortable stay say bathroom considering tiny space pretty designed user-friendly, just recommend people stay away small singles unless like living like bat,  "
337,"hurry leave, really sucks, terrible food cold, clienliness- oh god, no thing, dirty foodsteps sheets,  "
338,"not business, nice hotel n't stay unless n't care not receive faxes time telephones transfered wrong room unlucky family guest better stay plaza athenee meurice, splendid service overthere,  "
339,"worst, impression looked ok. room n't ready check normal, desk girl alexis not friendly negative, room came search rear hotel elevator, entering room stale air stench overpowering, room old price 400 euros, starwood embarrassed, hotels stayed, room old worn, small flies room, weathered, checked did n't spend 15 minutes room, showed room just bad not clean, moved amstel hotel true 5 star,  "
340,"not 5 star like 3 booked stay hotel nice luxuary weekend thinking going 5 star told double room booked paid previously taken twin room room small bathroom tasteless decor window open fraction curtain pelmet way, staff rude not helpful looking 3 star hotel 5 star price tag not smart thing pick hotel,  "
341,"3 star hotel star hotel conran shop make reception dingy motorway hotel rooms prices, plus point location, avoid,  "
342,"noise big problem booked hotel relaxing weekend madrid following excellent reviews read tripadvisor, impression not star hotel room quite small poorly fitted disappointing, room rear hotel view dark depressing courtyard, no concierge service mistake asking restaurant recommendation desk, leave recommended establishment ordering food basement bar harsh lighting rude waiter, worst stay unbelievable noise room, hotel big noise problem not outside, rooms wooden floors separated paper walls problem exacerbated marble floors hallway, staff obviously used complaints noise accommodating moving floor room soon available, improvement noisy, plus points excellent location friendly staff n't fooled thinking going star experience felt star rating appropriate,  "
343,"disappointing service stayed westin week july, initially representative checking told giving upgrade higher floor actually downgrade, room old wallpaper peeling paint chipped bathroom tub actually dirty, disgusting, worse tried complain telephone did n't work properly friend jiggle phone cord dial tone.we subsequently moved renovated floor like night day, room lovely bathroom remodeled view fountain directly outside hotel.while location outstanding housekeeping staff wonderful concierge atrocious, time went ask question bothering, desk refused cab told look cabs green light, gee thanks, unbelievable, stayed plenty 5 star hotels worst service ever.if stay n't expect assistance staff make sure room renovated floor,  "
344,"silly policy children tried book hotel family 2 adults 2 small children 5 years old, insisted 2 rooms law prevented allowing 4 people children room, pointed just recently stayed westin hotels spain room 4 tracked said n't spanish law westin policy hotels insurance policy, figured just scam make parents fork-out additional room, imagine putting small kids seperate room, worse having sleep room princely sums expected pay palace, took business, parents avoid unless williing spend lots money,  "
345,"disappointing n't waste money booked hotel husband went cruise disappointed, staff unwelcoming hotel cold, egyptian museum does not warm hotel, left hotel 1 night booked hotel door majestic great,  "
